timestamp,symbol,direction,decision,score,confidence,sl_quality,filter_name,reason
2026-07-09T10:21:09.800901+00:00,DOGE/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: DOGE/USDT SHORT prospective SL=0.073153 is inside recent 20-bar high/resistance=0.073210. Future filter would block this candidate.
2026-07-09T10:26:30.739953+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.100172 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:32:00.078452+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.100972 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:37:39.788158+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.101272 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:43:05.342373+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.101472 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:48:34.262853+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.100772 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:54:12.400632+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099044 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T10:59:39.241560+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.100244 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:05:19.000238+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099569 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:11:26.180956+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099134 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:16:58.438385+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.098334 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:22:38.947807+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.098534 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:28:29.528978+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.098048 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:33:53.381681+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.098648 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:39:20.606773+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099248 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:44:48.040077+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099248 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:50:17.988229+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099962 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T11:55:42.654383+00:00,XRP/USDT,SHORT,SETUP,25,100,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.100926 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
2026-07-09T15:48:50.110710+00:00,XRP/USDT,SHORT,WAIT,21,95,D,SHORT_SL_QUALITY_D,Dry-run only: XRP/USDT SHORT prospective SL=1.099235 is inside recent 20-bar high/resistance=1.102900. Future filter would block this candidate.
